Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Filename,Bike Weight,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Average Watts,Calories,Relative Effort.1,Weighted Average Power,Power Count,Prefer Perceived Exertion,Commute.1,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Flagged,Average Elapsed Speed,Dirt Distance,Total Steps,Carbon Saved,Training Load,Intensity,Average Grade Adjusted Pace,Total Cycles,Recovery,Media,Runner
15586713511,"Aug 25, 2025, 8:52:31 PM",Afternoon Weight Training,Weight Training,"Pull Ups w/ green bands
Incline chest press, moved up to 30lb dumbbells 
Shoulder press, moved up to 25lbs 
Lateral raises 
Front raises 
Chest flies 
Tricep pull downs 
Abs",4665,0.0,148.0,12.0,False,activities/16647336392.fit.gz,,4665.0,4665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,148.0,107.0,,340.0,12.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
15598235668,"Aug 26, 2025, 4:23:37 PM",Lunch Weight Training,Weight Training,"Lat pulldowns (120lbs x 6) 
Australian pull ups 
barbell rows
Bicep curls 
Hammer curls",1771,0.0,142.0,5.0,False,activities/16659642657.fit.gz,,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,142.0,114.0,,135.0,5.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
15619321816,"Aug 28, 2025, 6:31:41 PM",Afternoon Weight Training,Workout,"Purple band 
3 x 3
2 x 2",1281,0.0,109.0,1.0,False,activities/16682146667.fit.gz,,1281.0,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,109.0,81.0,,82.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
15682234526,"Sep 3, 2025, 12:09:53 AM",Evening Weight Training,Weight Training,Push,4928,0.0,142.0,11.0,False,activities/16751555085.fit.gz,,4928.0,4928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,142.0,99.0,,346.0,11.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
15688928438,"Sep 3, 2025, 10:31:45 PM",Evening Weight Training,Weight Training,"Banded pull ups 4 x 4 
Barbell rows 3 x 8 
Australian pull ups 3 x 8
Bicep curls 15lbs 3 x 6 
Hammer curls 15lbs 3 x 6",3350,0.0,145.0,9.0,False,activities/16758707232.fit.gz,,3350.0,3350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,145.0,111.0,,264.0,9.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
15706218123,"Sep 4, 2025, 9:04:46 PM",Afternoon Weight Training,Workout,"Legs 
Squat 125 2 x 8, 135 2x2
Hipthrust 225 2 x 8, 275 2 x 6
Step ups
Hamstring curls 
Leg extension",4409,0.0,161.0,17.0,False,activities/16777301818.fit.gz,,4409.0,4409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,161.0,117.0,,386.0,17.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
15710197569,"Sep 5, 2025, 8:42:23 PM",Afternoon Rock Climb,Rock Climb,,5801,0.0,146.0,13.0,False,activities/16781506801.fit.gz,,5801.0,5801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,146.0,98.0,,356.0,13.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15746190262,"Sep 8, 2025, 9:27:17 PM",Afternoon Weight Training,Weight Training,,4840,0.0,140.0,11.0,False,activities/16819643255.fit.gz,,4840.0,4840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,140.0,99.0,,349.0,11.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15768105584,"Sep 9, 2025, 10:05:15 PM",Evening Stair-Stepper,Stair-Stepper,,1820,0.0,166.0,40.0,False,activities/16842763052.fit.gz,,1820.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,166.0,155.0,,271.0,40.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15768105591,"Sep 9, 2025, 9:10:22 PM",Afternoon Weight Training,Weight Training,,3237,0.0,145.0,7.0,False,activities/16842763082.fit.gz,,3237.0,3237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,145.0,101.0,,230.0,7.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15769260799,"Sep 10, 2025, 9:22:31 PM",Afternoon Weight Training,Workout,"Deadlifts 
Hip thrust 
Step ups 
Hamstring curls 
Leg extensions 
Hanging leg raises",4063,0.0,168.0,19.0,False,activities/16843974316.fit.gz,,4063.0,4063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,168.0,125.0,,392.0,19.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
15780638489,"Sep 11, 2025, 9:32:50 PM",Run with Calistha,Run,"[strava://athletes/186141757/16]Calistha Gunawan 
Post leg day",2092,4.86,183.0,56.0,False,activities/16856001057.fit.gz,,2092.0,2089.0,4864.5,4.72,2.329,46.2,44.4,2.6,12.6,19.4,0.0,,,183.0,161.0,179.0,322.0,56.0,179.0,2094.0,,0.0,1.0,4981.5,,,,,,,,,,,,,,,,,,,,,2.325,0.0,5474.0,0.0,154.0,163.0,2.385,,0.0,,Annie
15798759854,"Sep 12, 2025, 10:04:31 PM",Evening Weight Training,Workout,"Bench press 65lbs 1 x 8, 85lb 2 x 3, failed 95
Incline bench 27.5 3 x 6 
Shoulder press 22.5 3 x 6 
Lateral & Front raises burnout 
Tricep pull downs 22.5 2 x 15",2299,0.0,148.0,6.0,False,activities/16875189529.fit.gz,,2299.0,2299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,148.0,112.0,,188.0,6.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,media/6EFF4FB7-E55F-47CF-815B-400887C757D5.jpg,Annie
15825316636,"Sep 15, 2025, 9:17:53 PM",Afternoon Weight Training,Workout,"Pull up bands 4x4 
Low Rows 3 x 8
Bicep curls 15lbs 3 x 10 
Hammer curls 15lbs 3 x 10
Australian pull ups 3 x 6",3347,0.0,143.0,8.0,False,activities/16902950108.fit.gz,,3347.0,3347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,143.0,102.0,,246.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
15860702567,"Sep 18, 2025, 11:09:39 PM",push pr,Workout,"goal was to bench 95lbs by the end of co-op, got 1 rep in the 2nd to last day! (After 4 failed attempts)",2574,0.0,147.0,7.0,False,activities/16939238949.fit.gz,,2574.0,2574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,147.0,110.0,,197.0,7.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
15903108348,"Sep 22, 2025, 12:08:23 PM",first day of class quick run,Run,,957,2.64,195.0,42.0,False,activities/16982847696.fit.gz,,957.0,957.0,2646.5,3.86,2.765,25.0,27.0,10.6,35.0,7.3,-0.1,,,195.0,175.0,211.0,176.0,42.0,211.0,958.0,,0.0,1.0,2678.3,,,,,,,,,,,,,,,,,,,,,2.765,875.5,2626.0,0.0,98.0,192.0,2.799,,0.0,,Annie
15904661248,"Sep 22, 2025, 9:51:57 PM",Afternoon Weight Training,Weight Training,,2801,0.0,158.0,13.0,False,activities/16984422761.fit.gz,,2801.0,2801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,158.0,127.0,,282.0,13.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15914079695,"Sep 23, 2025, 7:17:56 PM",Afternoon Weight Training,Weight Training,,3803,0.0,152.0,12.0,False,activities/16994063341.fit.gz,,3803.0,3803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,152.0,113.0,,309.0,12.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
15980118194,"Sep 27, 2025, 11:07:03 PM",Evening Weight Training,Weight Training,,3842,0.0,152.0,12.0,False,activities/17061607665.fit.gz,,3842.0,3842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,152.0,116.0,,330.0,12.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,Annie
16011321147,"Oct 2, 2025, 4:11:52 PM",Lunch Run,Run,i felt so heavy 😔,1153,3.23,196.0,54.0,False,activities/17093205548.fit.gz,,1153.0,1063.0,3233.7,4.84,3.042,15.4,40.6,4.8,34.0,11.0,-0.8,,,196.0,179.0,215.0,206.0,54.0,210.0,1151.0,,0.0,1.0,3219.2,,,,,,,,,,,,,,,,,,,,,2.805,0.0,3036.0,0.0,116.0,191.0,3.028,,0.0,,Annie
16023000380,"Oct 3, 2025, 5:55:28 PM",Afternoon Weight Training,Weight Training,,3482,0.0,,,False,activities/16023000380.gpx,,3482.0,3482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,1258.0,,,Annie
16044542236,"Oct 5, 2025, 3:36:07 PM",Lunch Run,Run,[strava://athletes/145698489/14]Laurence Finch,2879,6.45,183.0,74.0,False,activities/17126903681.fit.gz,,2879.0,2594.0,6451.8,5.74,2.487,37.2,37.6,3.0,16.6,40.0,0.0,,,183.0,162.0,189.0,423.0,74.0,187.0,2879.0,,0.0,1.0,6521.1,,,,,,,,,,,,,,,,,,,,,2.241,9.5,6844.0,0.0,231.0,170.0,2.514,,0.0,,Annie
16056913890,"Oct 6, 2025, 9:06:17 PM",Afternoon Weight Training,Workout,"bench 65lbs x 8, 85lbs x 4, 95lbs x 1 
incline bench 25lbs 3 x 8 
shoulder press 22.5 2 x 8, 25 x 8 
Lateral raises 15lbs 3 x 10 
Front raises 12.5lbs 3 x 10 
had to catch a meeting so i skipped triceps 😭",2806,0.0,149.0,7.0,False,activities/17139421255.fit.gz,,2806.0,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,149.0,106.0,,216.0,7.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
16067964752,"Oct 7, 2025, 8:37:58 PM",Afternoon Run,Run,80 degrees in October and i spilled my protein shake 💔,2889,8.06,191.0,134.0,False,activities/17150571665.fit.gz,,2889.0,2814.0,8062.5,6.74,2.865,79.0,106.6,3.4,34.4,15.5,-0.3,,,191.0,176.0,211.0,518.0,134.0,211.0,2888.0,,0.0,1.0,8169.8,,,,,,,,,,,,,,,,,,,,,2.791,878.2,7868.0,0.0,295.0,192.0,2.903,,0.0,media/F836561F-CD71-4D67-8041-7D097C724E40.jpg,Annie
16101283110,"Oct 11, 2025, 12:42:52 AM",Evening Weight Training,Workout,gym was closing in 20 mins and I got hit in the face with my pull up band today,1026,0.0,119.0,1.0,False,activities/17184205562.fit.gz,,1026.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,119.0,91.0,,68.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,media/C1B8F58C-00E2-4B61-8FCD-70CCBF7F1219.mp4|media/E36A0CFE-A482-4102-A4B1-6A4E11D67668.jpg|media/BD55087F-4B52-4DE6-8D42-ABE4B09A6C85.jpg,Annie
16142931640,"Oct 14, 2025, 9:59:05 PM",Evening Weight Training,Workout,"Quick push day before a meeting and recovering but felt strong today 
Bench 
Lat raises 
Tricep push down",1768,0.0,,,False,activities/16142931640.gpx,,1768.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,188.0,0.0,,Annie
16148390203,"Oct 15, 2025, 12:11:15 PM",Morning Run,Run,,1440,4.15,,,False,activities/16148390203.gpx,,1440.0,1292.0,4150.5,5.48,3.212,21.0,30.8,3.1,34.0,8.1,-0.2,,,,,,,,,,,0.0,1.0,4160.8,,,,,,,,,,,,,,,,,,,,,2.882,450.4,3526.0,0.0,,,3.22,,,,Annie
16216772536,"Oct 21, 2025, 8:32:52 PM",Evening Weight Training,Workout,i forgot to stop my time💀,10932,0.0,,,False,activities/16216772536.gpx,,10932.0,10932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,1076.0,0.0,,Annie
16226451868,"Oct 22, 2025, 9:02:10 PM",Afternoon Weight Training,Weight Training,,2668,0.0,,,False,activities/16226451868.gpx,,2668.0,2668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,774.0,,,Annie
16233024240,"Oct 23, 2025, 3:04:02 PM",Lunch Run,Run,,1366,3.62,191.0,63.0,False,activities/17317230791.fit.gz,,1366.0,1278.0,3621.4,4.06,2.834,28.4,45.4,3.4,34.8,16.9,-0.5,,,191.0,177.0,208.0,239.0,63.0,204.0,1364.0,,0.0,1.0,3637.2,,,,,,,,,,,,,,,,,,,,,2.651,467.1,3630.0,0.0,129.0,185.0,2.846,,0.0,media/2270AADD-F2CF-4EC8-AB91-42060C7D5FD7.jpg,Annie
16235119266,"Oct 23, 2025, 6:26:19 PM",Afternoon Weight Training,Weight Training,This leg day fried me,2862,0.0,178.0,36.0,False,activities/17319328432.fit.gz,,2862.0,2862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,178.0,146.0,,376.0,36.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,,Annie
12247685730,"Aug 26, 2024, 3:43:09 PM",Nike Run Club: lunes - Carrera por la mañana,Run,,1060,2.78,,,False,activities/13056460911.fit.gz,,1060.0,1050.0,2780.6,4.054,2.648,34.0,9.0,31.8,66.4,19.1,1.1,94.0,77.0,,,,229.0,,,,,0.0,1.0,2985.5,,,,,,,,,,,,,,,,,,,,0.0,2.623,0.0,2700.0,,,,2.843,,,,Laurence
12268660724,"Aug 28, 2024, 12:19:15 AM",Evening Weight Training,Weight Training,,2905,0.0,152.0,12.0,False,activities/13078287634.fit.gz,,2905.0,2905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,152.0,117.0,,349.0,12.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12269672370,"Aug 29, 2024, 1:00:57 AM",Night Weight Training,Weight Training,,3872,0.0,151.0,15.0,False,activities/13079830374.fit.gz,,3872.0,3872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,151.0,117.0,,450.0,15.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12277452263,"Aug 30, 2024, 12:13:14 AM",Nike Run Club: jueves - Carrera a última hora de la tarde,Run,,995,2.66,139.0,4.0,False,activities/13088093477.fit.gz,,995.0,963.0,2668.9,4.342,2.771,0.0,0.0,0.0,0.0,0.0,0.0,117.0,74.0,139.0,134.0,,187.0,4.0,,,,0.0,1.0,2668.9,,,,,,,,,,,,,,,,,,,,0.0,2.682,0.0,2418.0,,,,,,,,Laurence
12317905015,"Sep 3, 2024, 6:35:08 PM",Nike Run Club: martes - Carrera por la tarde,Run,,1311,3.61,161.0,29.0,False,activities/13131709383.fit.gz,,1311.0,1302.0,3611.4,4.38,2.774,37.0,37.0,31.8,66.4,21.0,0.0,94.0,76.0,161.0,150.0,,266.0,29.0,,,,0.0,1.0,3781.9,1725386368.0,1.0,23.0,24.3,7.5,0.37,1026.5,2.6,5.4,41.0,0.0,1725359616.0,1725406208.0,0.0,0.0,1.0,0.0,42201.0,7.0,0.0,2.755,0.0,3324.0,,,,2.905,,,,Laurence
12317910453,"Sep 2, 2024, 9:32:41 PM",Afternoon Walk,Walk,,1170,1.24,113.0,1.0,False,activities/13131715550.fit.gz,,1170.0,673.0,1245.9,7.611,1.851,0.0,0.0,10.6,12.4,4.3,0.2,,,113.0,101.0,,81.0,1.0,,,,0.0,1.0,,1725310848.0,1.0,26.1,26.3,11.9,0.41,1017.3,4.6,8.9,339.0,0.0,1725272960.0,1725319808.0,0.875,0.13,5.0,0.08,39518.0,2.0,0.0,1.065,0.0,1302.0,,,,,,,,Laurence
12317910544,"Sep 2, 2024, 5:06:09 PM",Afternoon Weight Training,Weight Training,,3775,0.0,162.0,19.0,False,activities/13131715580.fit.gz,,3775.0,3775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,162.0,124.0,,487.0,19.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12320521151,"Sep 4, 2024, 12:44:36 AM",Evening Weight Training,Weight Training,,4610,0.0,162.0,26.0,False,activities/13134694543.fit.gz,,4610.0,4610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,162.0,124.0,,594.0,26.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12335746749,"Sep 5, 2024, 7:20:10 PM",Nike Run Club: jueves - Carrera por la tarde,Run,,1876,5.12,164.0,47.0,False,activities/13151566559.fit.gz,,1876.0,1872.0,5123.6,4.706,2.737,39.0,27.0,32.0,67.8,15.7,0.2,94.0,77.0,164.0,152.0,,407.0,47.0,,,,0.0,1.0,5329.2,1725562752.0,1.0,26.6,28.3,14.7,0.48,1025.0,2.8,5.7,98.0,0.0,1725532416.0,1725578752.0,0.125,0.0,1.0,0.01,35351.0,5.0,0.0,2.731,0.0,4818.0,,,,2.847,,,,Laurence
12342482915,"Sep 6, 2024, 4:20:24 PM",Lunch Walk,Walk,,2341,2.44,106.0,4.0,False,activities/13158848758.fit.gz,,2341.0,1717.0,2439.1,8.924,1.421,56.4,59.6,14.0,72.8,44.4,-0.1,,,106.0,97.0,,178.0,4.0,,,,0.0,1.0,,1725638400.0,3.0,22.9,24.0,17.2,0.7,1019.5,1.5,3.5,59.0,0.0,1725618816.0,1725665024.0,0.125,0.03,5.0,0.67,25519.0,5.0,0.0,1.042,0.0,1972.0,,,,,,,,Laurence
12342483077,"Aug 29, 2024, 11:21:19 PM",Evening Weight Training,Weight Training,,2940,0.0,154.0,10.0,False,activities/13158849020.fit.gz,,2940.0,2940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,154.0,115.0,,353.0,10.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12344735940,"Sep 6, 2024, 8:02:18 PM",Afternoon Weight Training,Weight Training,,5046,0.0,159.0,19.0,False,activities/13161270366.fit.gz,,5046.0,5046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,159.0,115.0,,561.0,19.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12344735946,"Sep 6, 2024, 11:29:31 PM",Evening Weight Training,Weight Training,,1606,0.0,153.0,8.0,False,activities/13161270364.fit.gz,,1606.0,1606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,153.0,125.0,,196.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12344848337,"Sep 6, 2024, 11:57:56 PM",Nike Run Club: viernes - Carrera a última hora de la tarde,Run,,1247,3.51,149.0,15.0,False,activities/13161390523.fit.gz,,1247.0,1247.0,3518.4,3.348,2.822,0.0,0.0,0.0,0.0,0.0,0.0,94.0,75.0,149.0,141.0,,253.0,15.0,,,,0.0,1.0,3518.4,,,,,,,,,,,,,,,,,,,,0.0,2.822,0.0,3114.0,,,,,,,,Laurence
12353635109,"Sep 7, 2024, 8:38:04 PM",Afternoon Walk,Walk,,6729,8.4,103.0,13.0,False,activities/13170856670.fit.gz,,6729.0,6364.0,8399.3,5.985,1.32,41.6,34.6,5.2,25.6,11.6,0.1,,,103.0,93.0,,561.0,13.0,,,,0.0,1.0,,1725739264.0,3.0,20.6,17.4,14.5,0.68,1010.3,5.4,11.6,306.0,0.3,1725705344.0,1725751296.0,0.125,0.45,5.0,1.0,27434.0,3.0,0.0,1.248,588.9,10394.0,,,,,,,,Laurence
12358165800,"Sep 8, 2024, 12:14:35 AM",Evening Weight Training,Weight Training,,2652,0.0,156.0,8.0,False,activities/13175715141.fit.gz,,2652.0,2652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,156.0,109.0,,288.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12361041884,"Sep 8, 2024, 3:44:15 PM",Lunch Yoga,Yoga,,1843,0.0,112.0,3.0,False,activities/13178784702.fit.gz,,1843.0,1843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,112.0,91.0,,181.0,3.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12382505874,"Sep 10, 2024, 12:30:32 AM",Evening Weight Training,Weight Training,,2472,0.0,155.0,8.0,False,activities/13201668285.fit.gz,,2472.0,2472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,155.0,107.0,,251.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12382506459,"Sep 10, 2024, 10:18:42 PM",Evening Walk,Walk,,5806,5.28,99.0,8.0,False,activities/13201668831.fit.gz,,5806.0,4347.0,5287.1,8.035,1.216,12.6,10.6,6.2,17.4,41.0,0.0,,,99.0,89.0,,359.0,8.0,,,,0.0,1.0,,1726005632.0,1.0,26.2,27.5,13.3,0.45,1018.5,2.1,3.9,338.0,0.0,1725964672.0,1726010240.0,0.125,0.0,1.0,0.0,41092.0,0.0,0.0,0.911,0.0,6238.0,,,,,,,,Laurence
12382506711,"Sep 7, 2024, 5:36:04 PM",Afternoon Walk,Walk,,1306,1.62,110.0,1.0,False,activities/13201669107.fit.gz,,1306.0,755.0,1628.7,6.486,2.157,2.4,3.0,7.8,10.8,8.1,0.0,,,110.0,100.0,,94.0,1.0,,,,0.0,1.0,,1725728384.0,3.0,25.6,23.8,18.8,0.66,1009.5,4.6,8.8,227.0,0.4,1725705344.0,1725751296.0,0.125,0.35,5.0,1.0,23207.0,5.0,0.0,1.247,0.0,1936.0,,,,,,,,Laurence
12387964593,"Sep 11, 2024, 11:16:16 PM",Evening Weight Training,Weight Training,,2599,0.0,160.0,21.0,False,activities/13207470131.fit.gz,,2599.0,2599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,160.0,132.0,,378.0,21.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12396160335,"Sep 12, 2024, 3:28:38 PM",Nike Run Club: jueves - Carrera por la mañana,Run,,1707,4.82,168.0,44.0,False,activities/13216256347.fit.gz,,1707.0,1702.0,4827.5,3.772,2.836,55.0,42.0,33.0,66.6,18.0,0.5,94.0,77.0,168.0,153.0,,387.0,44.0,,,,0.0,1.0,4946.3,1726153216.0,1.0,23.2,26.2,16.9,0.68,1024.6,1.1,3.2,104.0,0.0,1726137600.0,1726182912.0,0.375,0.0,1.0,0.06,29005.0,5.0,0.0,2.828,0.0,4404.0,,,,2.906,,,,Laurence
12396561181,"Sep 13, 2024, 12:54:14 AM",Evening Weight Training,Weight Training,,4678,0.0,161.0,20.0,False,activities/13216682683.fit.gz,,4678.0,4678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,161.0,119.0,,571.0,20.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12429059584,"Sep 17, 2024, 12:19:04 AM",Evening Weight Training,Weight Training,,3617,0.0,159.0,15.0,False,activities/13251569351.fit.gz,,3617.0,3617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,159.0,119.0,,420.0,15.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12436938634,"Sep 17, 2024, 9:45:27 PM",Afternoon Weight Training,Weight Training,,1963,0.0,168.0,22.0,False,activities/13259972726.fit.gz,,1963.0,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,168.0,137.0,,280.0,22.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12446768897,"Sep 19, 2024, 12:14:03 AM",Evening Weight Training,Weight Training,,2057,0.0,161.0,8.0,False,activities/13270427109.fit.gz,,2057.0,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,161.0,117.0,,238.0,8.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
12468573640,"Sep 21, 2024, 3:32:25 PM",Nike Run Club: sábado - Carrera por la mañana,Run,,2683,7.49,153.0,27.0,False,activities/13293767856.fit.gz,,2683.0,2683.0,7493.6,3.266,2.793,0.0,0.0,0.0,0.0,0.0,0.0,94.0,76.0,153.0,139.0,,526.0,27.0,,,,0.0,1.0,7493.6,,,,,,,,,,,,,,,,,,,,0.0,2.793,0.0,6846.0,,,,,,,,Laurence
12479540893,"Sep 22, 2024, 8:57:45 PM",Afternoon Yoga,Yoga,,1379,0.0,107.0,2.0,False,activities/13305503123.fit.gz,,1379.0,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,107.0,90.0,,131.0,2.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,Laurence
